Page,Pageviews,Avg. Time on Page,Entrances,Bounce Rate
/search/node?keys=Adult+softball,26,11,0,-0.0
/search/node?keys=business+license,26,11,2,-0.0
/search/node?keys=christmas+trees,26,18,0,-0.0
/search/node?keys=Mugshots,26,5,0,-0.0
/search/node?keys=pool,26,8,0,-0.0
/search/node?keys=sign+permit,26,9,0,-0.0
/search/node?keys=walking+tours,26,2,0,-0.0
/search/node?keys=zoning+map,26,7,1,-0.0
/sites/default/files/2018-10/02 LYRICS FINAL Ride_0.pdf,26,29,0,-0.0
/ureport/park,26,4,1,-0.0
/webtrac/cgi-bin/wspd_cgi.sh/wbsplash.html,26,42,7,-71.43
/zoning-districts,26,20,22,-54.55
/animal-shelter/animals/59282,25,25,1,-100.0
/animal-shelter/animals/59638,25,14,2,-100.0
/animal-shelter/animals/59780,25,7,1,-100.0
/animal-shelter/animals/60574,25,18,1,-100.0
/animal-shelter/animals/60857,25,22,0,-0.0
/animal-shelter/animals/61173,25,10,0,-0.0
/animal-shelter/animals/61674,25,52,0,-0.0
/animal-shelter/animals/61796,25,5,0,-0.0
/animal-shelter/found/158,25,10,0,-0.0
/animal-shelter/found/276,25,15,0,-0.0
/animal-shelter/lost/1155,25,6,0,-0.0
/animal-shelter/lost/1199,25,19,0,-0.0
/animal-shelter/lost/1302,25,7,0,-0.0
/boards/public-works/meetings,25,5,14,-0.0
/boards/telecommunications,25,66,10,-50.0
/citizens-academy/2017/2,25,90,8,-37.5
/citizens-academy/class/3,25,53,7,-57.14
/council/legislation/Ordinance/2013,25,50,1,-0.0
/departments/hr/jobs/animal-behavior-intern-public-works-department-animal-care-control,25,118,3,-0.0
/farmers-market/vendors/living-roots-ecovillage,25,53,10,-70.0
/farmers-market/vendors/thomas-phillips-sr,25,18,6,-100.0
/index.php/animal-shelter/found/Dog,25,38,4,-0.0
/index.php/recreation/programs/10554,25,150,10,-80.0
/index.php/recreation/sports/soccer,25,38,0,-0.0
/index.php/transportation/parking/downtown/morton-st-garage,25,49,9,-66.67
/neighborhoods/grants/improvement-grant,25,93,20,-85.0
/news/2016/07/22/1711,25,28,6,-33.33
/news/2017/11/03/2964,25,260,18,-77.78
/news/2018/04/19/3503,25,76,8,-100.0
/parks/skate.php?phpMyAdmin=3f9c2261661fdcb058fe59d8ac271897,25,10,16,-68.75
/peakoil,25,8,13,-53.85
/recreation/programs/10404,25,6,4,-50.0
/recreation/programs/10489,25,26,14,-100.0
/search/node?keys=aqua+pay,25,22,0,-0.0
/search/node?keys=Christmas+tree+pick+up,25,16,3,-0.0
/search/node?keys=Fire+department,25,16,0,-0.0
/search/node?keys=fireworks,25,38,0,-0.0
/search/node?keys=Halloween,25,45,1,-0.0
/search/node?keys=hockey,25,7,0,-0.0
/search/node?keys=leaf+pickup,25,11,0,-0.0
/search/node?keys=ordinances,25,17,0,-0.0
/search/node?keys=sign+ordinance,25,30,0,-0.0
/search/node?keys=summer+camps,25,16,0,-0.0
/animal-shelter/animals?species=Cat&form_build_id=form-B3C6l96OBTW6RhZx-ulCf55ZHVGXAydY3NcG6bemw28&form_id=asm_animalsearchform&op=Search,24,8,0,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-iBIsFgzqSjTuLrIZkOw1FnCx5WYXB-Y9c3Kp0q5p5pc&form_id=asm_animalsearchform&op=Search,24,4,2,-0.0
/animal-shelter/animals/58742,24,3,1,-0.0
/animal-shelter/animals/59619,24,24,0,-0.0
/animal-shelter/animals/60088,24,33,0,-0.0
/animal-shelter/animals/60418,24,11,0,-0.0
/animal-shelter/animals/60571,24,22,0,-0.0
/animal-shelter/animals/60609,24,31,0,-0.0
/animal-shelter/animals/60798,24,11,0,-0.0
/animal-shelter/animals/60915,24,7,0,-0.0
/animal-shelter/animals/61341,24,12,1,-100.0
/animal-shelter/animals/61718,24,9,0,-0.0
/animal-shelter/animals/61719,24,10,0,-0.0
/animal-shelter/found/217,24,97,0,-0.0
/animal-shelter/found/219,24,31,0,-0.0
/animal-shelter/found/220,24,72,0,-0.0
/animal-shelter/lost/1130,24,9,1,-100.0
/animal-shelter/lost/1205,24,6,0,-0.0
/boards/public-works/meetings/2017,24,249,3,-0.0
/citizens-academy/2017/9,24,180,3,-100.0
/departments/hr/jobs/auditing,24,199,13,-38.46
/directoryclerk,24,16,18,-5.56
/documents/viewDocument.php?document_id=271;,24,52,14,-78.57
/documents/viewDocument.php?document_id=2879,24,27,16,-50.0
/documents/viewDocument.php?document_id=297,24,4,21,-85.71
/documents/viewDocument.php?document_id=683,24,111,12,-50.0
/farmers-market/vendors/sims-produce,24,12,0,-0.0
/index.php/animal-shelter/animals/59984,24,16,1,-0.0
/index.php/animal-shelter/donate-supplies,24,59,11,-100.0
/index.php/animal-shelter/lost/Dog,24,11,3,-0.0
/index.php/departments/controller,24,24,1,-100.0
/index.php/node/3647,24,108,14,-71.43
/index.php/recreation/programs/10385,24,126,15,-60.0
/locations/schmaltz-farm-park-playground,24,166,13,-53.85
/media/media/application/pdf/24784.pdf,24,0,19,-73.68
/media/media/application/pdf/5461.pdf,24,44,18,-72.22
/news/2016/12/20/1219,24,237,4,-100.0
/news/2017/04/27/2179,24,56,3,-33.33
/news/2017/05/22/1344,24,128,1,-0.0
/news/2017/09/05/2836,24,21,5,-20.0
/news/2017/09/07/2843,24,14,10,-20.0
/news/2017/9,24,28,1,-0.0
/news/2018/03/30/3454,24,68,16,-100.0
/news/2018/04/10/3479,24,39,0,-0.0
/news/2018/05/22/3543,24,34,3,-66.67
/news/2018/07/25/3613,24,68,18,-94.44
/news/2018/10/05/3712,24,241,4,-25.0
/news/2018/11/01/3747,24,203,8,-87.5
/news/2018/11/16/3762,24,26,4,-50.0
/news/2018/12/19/3800,24,86,1,-100.0
/node/3440,24,10,5,-100.0
/node/3636,24,169,14,-78.57
/parks/facilities/,24,11,6,-33.33
/recreation/fitness/fitness/taekwondo,24,15,6,-0.0
/recreation/programs/10304,24,9,1,-0.0
/recreation/programs/10392,24,53,3,-0.0
/recreation/programs/10496,24,24,3,-100.0
/recreation/programs/10540,24,48,7,-100.0
/recreation/programs/10594,24,56,2,-50.0
/recreation/programs/10655,24,114,1,-100.0
/search/node?keys=Adoptable+animals,24,29,0,-0.0
/search/node?keys=airbnb,24,10,0,-0.0
/search/node?keys=black+history+month,24,3,0,-0.0
/search/node?keys=cemetery,24,8,0,-0.0
/search/node?keys=child+care,24,8,0,-0.0
/search/node?keys=data,24,6,0,-0.0
/search/node?keys=parking+permit,24,11,0,-0.0
/search/node?keys=Pictures,24,64,1,-100.0
/search/node?keys=Puppy,24,30,1,-100.0
/search/node?keys=rental,24,7,0,-0.0
/search/node?keys=shelter,24,9,0,-0.0
/search/node?keys=Shelter,24,14,2,-50.0
/web/links,24,86,8,-37.5
/animal-shelter/animals/59280,23,9,0,-0.0
/animal-shelter/animals/59682,23,54,0,-0.0
/animal-shelter/animals/60059,23,26,0,-0.0
/animal-shelter/animals/60642,23,46,0,-0.0
/animal-shelter/animals/60654,23,11,2,-100.0
/animal-shelter/animals/61293,23,38,0,-0.0
/animal-shelter/animals/61490,23,8,0,-0.0
/animal-shelter/animals/61667,23,10,1,-0.0
/animal-shelter/animals/61717,23,11,0,-0.0
/animal-shelter/animals/61941,23,19,0,-0.0
/animal-shelter/found/172,23,24,0,-0.0
/animal-shelter/found/206,23,15,0,-0.0
/animal-shelter/lost/1124,23,9,0,-0.0
/animal-shelter/lost/1221,23,9,0,-0.0
/animal-shelter/lost/1237,23,6,0,-0.0
/animal-shelter/lost/1301,23,5,0,-0.0
/animal-shelter/lost/1305,23,6,0,-0.0
/citizens-academy/class/6,23,39,10,-50.0
/council/legislation/Resolution/2017/17-38,23,73,11,-18.18
/documents/viewDocument.php?document_id=2334,23,2,15,-60.0
/documents/viewDocument.php?document_id=293,23,137,18,-55.56
/engineering/projects/adams-kirkwood,23,103,8,-0.0
/farmers-market/vendors/sundry-soil-solutions,23,10,1,-100.0
/index.php/animal-shelter/animals/60245,23,27,0,-0.0
/index.php/farmers-market/product-availability,23,169,5,-60.0
/index.php/news/2018/07/03/3588,23,248,16,-75.0
/index.php/parks/parks/bryan-park/trails,23,299,11,-63.64
/index.php/transportation/parking/downtown/4th-street-parking-garage,23,53,14,-57.14
/media/media/application/pdf/19592.pdf,23,44,12,-16.67
/media/media/application/pdf/25444.pdf,23,14,0,-0.0
/media/media/application/pdf/28035.pdf,23,15,0,-0.0
/media/media/application/pdf/322.pdf,23,311,18,-72.22
/news/2006/02/15/2325,23,86,9,-55.56
/news/2011/07/07/1412,23,54,0,-0.0
/news/2014/04/01/2727,23,0,17,-64.71
/news/2016/05/17/2138,23,19,4,-25.0
/news/2016/12/06/2702,23,53,9,-66.67
/news/2017/08/29/2822,23,9,20,-85.0
/news/2017/11,23,77,1,-100.0
/news/2018/01/25/3088,23,49,9,-77.78
/news/2018/02/07/3155,23,18,0,-0.0
/news/2018/04/05/3464,23,106,4,-75.0
/news/2018/04/17/3484,23,55,6,-83.33
/news/2018/06/27/3577,23,39,4,-50.0
/news/2018/08/31/3660,23,84,0,-0.0
/news/2018/12/06/3784,23,99,5,-60.0
/node/3449,23,17,6,-100.0
/planning/mpo.php,23,16,17,-58.82
/recreation/programs/10468,23,107,3,-66.67
/recreation/programs/10469,23,37,7,-85.71
/recreation/programs/10556,23,54,2,-100.0
/recreation/programs/10574,23,68,12,-83.33
/recreation/programs/10624,23,35,7,-100.0
/recreation/programs/10666,23,30,0,-0.0
/recreation/programs/10741,23,39,2,-100.0
/search/node?keys=Arrest+records,23,46,0,-0.0
/search/node?keys=cats,23,10,0,-0.0
/search/node?keys=cpr,23,9,0,-0.0
/search/node?keys=employees,23,11,0,-0.0
/search/node?keys=Holiday+schedule,23,10,1,-100.0
/search/node?keys=Housing,23,7,0,-0.0
/search/node?keys=Internship,23,17,0,-0.0
/search/node?keys=job+openings,23,10,0,-0.0
/search/node?keys=kb,23,18,0,-0.0
/search/node?keys=municipal+code,23,11,0,-0.0
/search/node?keys=overdose,23,10,0,-0.0
/search/node?keys=Parking+,23,14,0,-0.0
/search/node?keys=police+reports,23,12,0,-0.0
/search/node?keys=Prices,23,22,0,-0.0
/search/node?keys=Pugs,23,20,0,-0.0
/search/node?keys=volleyball,23,76,0,-0.0
/search/node?keys=Water+bill,23,8,0,-0.0
/sections/viewSection.php?section_id=36,23,177,13,-53.85
/webtrac/cgi-bin/wspd_cgi.sh/wb1000.html?wbp=1,23,15,16,-43.75
/animal-shelter/animals?species=Cat&form_build_id=form-0k3tDIEHvn_3wDD0JvemZ--lPXCdMGrjRVCJ3UXQM34&form_id=asm_animalsearchform&op=Search,22,11,0,-0.0
/animal-shelter/animals?species=Cat&form_build_id=form-AejCF4jMFRhqJ3caAjm0NJQC_xuGUC60TXmHlhDmCyk&form_id=asm_animalsearchform&op=Search,22,12,12,-0.0
/animal-shelter/animals?species=Cat&form_build_id=form-pPvCPD47TisFAAgP342ryQFsT_KWWv_zdiDgy5yCGfE&form_id=asm_animalsearchform&op=Search,22,2,0,-0.0
/animal-shelter/animals?species=Cat&form_build_id=form-VlragBT4uHfy_bU5vRtv3MexP0TDfXW9upQTimIGrIE&form_id=asm_animalsearchform&op=Search,22,5,0,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-01rbt06AW0MVB9MZk7lB8cfDxJ9v2ivN1pknbUyZBRY&form_id=asm_animalsearchform&op=Search,22,26,0,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-84feo8eTbX6nMTmD8Ly3Klau7G2g3GbyvNGEU3UTWiI&form_id=asm_animalsearchform&op=Search,22,6,1,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-DGsvH5wvOAlJP0xlwR37MtTJC1Ex6sZ3p3De2mWtFGQ&form_id=asm_animalsearchform&op=Search,22,10,0,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-F6rJFd6_v9rTAa0Ku54H4Env21gP_DIDrRgSxTL-nCc&form_id=asm_animalsearchform&op=Search,22,6,0,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-Ilyntwi6lLZiHjU_IxfQQXf1yhvnXRjB6mkpZw1ZgaE&form_id=asm_animalsearchform&op=Search,22,3,12,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-QEFcnfb_SP5tVQyzuu4Z7M9hVdw2UPfVP9M5VYa3w3I&form_id=asm_animalsearchform&op=Search,22,5,0,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-qHCr_DpzX0UTIDBIsiTZOev1kKErwz1NiHpsSfH34Nk&form_id=asm_animalsearchform&op=Search,22,8,3,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-y5ed3LkO_xyGZCyYL_882riS_2DE6PTYcxy1uLFomGg&form_id=asm_animalsearchform&op=Search,22,15,3,-0.0
/animal-shelter/animals/,22,91,5,-20.0
/animal-shelter/animals/58534,22,6,0,-0.0
/animal-shelter/animals/59281,22,13,0,-0.0
/animal-shelter/animals/60631,22,15,0,-0.0
/animal-shelter/animals/60909,22,12,0,-0.0
/animal-shelter/animals/61520,22,18,0,-0.0
/animal-shelter/found/205,22,11,0,-0.0
/animal-shelter/found/222,22,14,0,-0.0
/animal-shelter/found/225,22,9,0,-0.0
/animal-shelter/found/226,22,37,2,-50.0
/animal-shelter/lost/1168,22,5,0,-0.0
/animal-shelter/lost/1189,22,35,0,-0.0
/animal-shelter/lost/1238,22,6,0,-0.0
/animal-shelter/lost/1320,22,14,0,-0.0
/boards/community-accessibility/awards,22,149,4,-25.0
/boards/sidewalks,22,33,5,-60.0
/citizens-academy/2017/4,22,43,2,-50.0
/city/financial-reports,22,464,10,-60.0
/council/meetings/2015,22,364,1,-0.0
/departments/hr/jobs/legal-research-and-writing-intern-legal-department,22,117,4,-50.0
/documents/viewDocument.php?document_id=1747,22,41,10,-40.0
/documents/viewDocument.php?document_id=841;,22,39,9,-11.11
/index.php/about/history,22,599,21,-80.95
/index.php/animal-shelter/animals/60184,22,9,0,-0.0
/index.php/news/2018/07/11/3595,22,224,0,-0.0
/index.php/parks/parks/park-ridge-park,22,19,18,-88.89
/index.php/parks/pools/bryan-park-pool,22,58,6,-83.33
/index.php/planning/udo/update,22,160,4,-50.0
/index.php/utilities/service-center,22,186,2,-50.0
/its/,22,137,13,-46.15
/locations/park-ridge-east-park-playground,22,33,8,-75.0
/m/viewPage.php?docType=document,22,0,11,-0.0
/mail,22,46,9,-44.44
/media/media/application/pdf/12796.pdf,22,6,14,-50.0
/media/media/application/pdf/27584.pdf,22,11,10,-40.0
/news/2014/06/09/2367,22,0,12,-33.33
/news/2016/04/12/2414,22,18,3,-66.67
/news/2016/06/10/1066,22,142,17,-76.47
/news/2016/11/29/2586,22,51,10,-30.0
/news/2017/05/18/1443,22,203,12,-75.0
/news/2017/10/04/2901,22,75,5,-40.0
/news/2017/10/18/2932,22,20,13,-53.85
/news/2017/11/10/2980,22,57,6,-16.67
/news/2018/03/20/3403,22,223,13,-92.31
/news/2018/06/13/3566,22,30,1,-100.0
/news/2018/07/18/3604,22,41,3,-100.0
/news/2018/07/23/3607,22,75,7,-57.14
/news/2018/07/24/3611,22,40,11,-81.82
/news/2018/08/17/3646,22,106,1,-100.0
/news/2018/08/24/3651,22,70,4,-75.0
/news/2018/10/19/3732,22,21,1,-100.0
/news/2018/12/14/3798,22,26,3,-100.0
/node/3444,22,13,2,-50.0
/sanitation/recycling.,22,11,18,-72.22
/search/node?keys=BEAD,22,8,0,-0.0
/search/node?keys=christmas tree,22,14,0,-0.0
/search/node?keys=Kitten,22,19,0,-0.0
/search/node?keys=kittens,22,54,1,-100.0
/search/node?keys=maps,22,54,1,-0.0
/search/node?keys=Mills+pool,22,7,2,-50.0
/search/node?keys=parking+commission,22,82,2,-0.0
/search/node?keys=puppies,22,15,0,-0.0
/search/node?keys=voting,22,16,0,-0.0
/sections/viewSection.php?section_id=219,22,6,14,-28.57
/transportation/scooters?fbclid=IwAR3Fg32DKDx4dMVPTr8xxmvCK8Xejhfjrvs4y727C-nESTnDDhvB9uksLBg,22,76,22,-95.45
/about/trees/downtown-square-tree-campaign,21,12,4,-50.0
/animal-shelter/animals?species=Dog&form_build_id=form-hPXfDQNKobRB1ezYUVqhHVjNjaJp8t7vkGqr28yD03I&form_id=asm_animalsearchform&op=Search,21,3,4,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-Kbdl5pfUi5cIcPQdZy3Nw46OZ-TBBYagxJivXV3ndcE&form_id=asm_animalsearchform&op=Search,21,7,0,-0.0
/animal-shelter/animals/59094,21,8,0,-0.0
/animal-shelter/animals/59145,21,39,0,-0.0
/animal-shelter/animals/59332,21,55,0,-0.0
/animal-shelter/animals/59345,21,7,0,-0.0
/animal-shelter/animals/59839,21,7,0,-0.0
/animal-shelter/animals/60163,21,8,0,-0.0
/animal-shelter/animals/60757,21,15,0,-0.0
/animal-shelter/animals/60823,21,181,3,-0.0
/animal-shelter/animals/60856,21,10,0,-0.0
/animal-shelter/animals/61049,21,7,0,-0.0
/animal-shelter/animals/61332,21,13,0,-0.0
/animal-shelter/animals/61339,21,6,0,-0.0
/animal-shelter/animals/61453,21,14,0,-0.0
/animal-shelter/animals/61635,21,15,1,-100.0
/animal-shelter/found/229,21,12,0,-0.0
/animal-shelter/found/260,21,15,0,-0.0
/animal-shelter/lost/1020,21,7,0,-0.0
/animal-shelter/lost/1076,21,7,0,-0.0
/animal-shelter/lost/1128,21,5,0,-0.0
/animal-shelter/lost/1160,21,5,0,-0.0
/animal-shelter/lost/1164,21,5,0,-0.0
/animal-shelter/lost/1170,21,4,0,-0.0
/animal-shelter/lost/1185,21,5,0,-0.0
/animal-shelter/lost/1229,21,15,0,-0.0
/boards/mlk/meetings/2018,21,108,1,-0.0
/boards/public-transit-corporation/meetings/2018,21,24,0,-0.0
/boards/sustainability+subscribe@bloomington.in.gov,21,73,0,-0.0
/council/legislation/Appropriation Ordinance/2017,21,21,0,-0.0
/departments/hr/jobs/sustainability-coordinator-economic-and-sustainable-development-effective,21,22,14,-50.0
/directorypolice/employment,21,185,13,-53.85
/documents/viewDocument.php?document_id=1768,21,25,18,-72.22
/documents/viewDocument.php?document_id=5945,21,5,9,-33.33
/documents/viewDocument.php?document_id=656,21,182,17,-52.94
/documents/viewDocument.php?document_id=676,21,4,15,-46.67
/farmers-market/prepared-food/bloomingtea,21,11,10,-90.0
/farmers-market/vendors/three-acres,21,8,1,-100.0
/index.php/animal-shelter/animals/59862,21,9,0,-0.0
/index.php/animal-shelter/animals/60128,21,21,2,-50.0
/index.php/animal-shelter/location,21,40,2,-50.0
/index.php/animal-shelter/strays,21,57,2,-50.0
/index.php/boards,21,59,2,-0.0
/index.php/boards/environment,21,68,3,-33.33
/index.php/parks/facilities/cascades-golf-course/rules,21,107,1,-0.0
/index.php/recreation/programs/10547,21,97,6,-83.33
/mad-egg-dash,21,83,7,-71.43
/media/media/application/pdf/2520.pdf,21,7,11,-36.36
/news/2012/12/19/1734,21,34,0,-0.0
/news/2016/07/11/1804,21,25,7,-42.86
/news/2016/08/04/1523,21,204,13,-61.54
/news/2016/09/20/2416,21,106,5,-60.0
/news/2017/03/24/1154,21,1,9,-33.33
/news/2017/05/09/1950,21,42,6,-50.0
/news/2018/04/09/3476,21,55,4,-75.0
/news/2018/05/03/3516,21,33,2,-100.0
/news/2018/11/23/3767,21,99,2,-50.0
/news/2018/11/29/3773,21,32,2,-100.0
/node/2895,21,44,6,-33.33
/PARKS,21,132,9,-44.44
/parks/community-events/movies,21,79,6,-16.67
/recreation/programs/10198,21,22,11,-45.45
/recreation/programs/10229,21,26,8,-50.0
/recreation/programs/10286,21,40,20,-95.0
/recreation/programs/10455,21,61,9,-100.0
/recreation/programs/10660,21,67,2,-50.0
/search/node?keys=Christmas+trees,21,16,0,-0.0
/search/node?keys=crowley,21,15,0,-0.0
/search/node?keys=Husky,21,14,1,-100.0
/search/node?keys=Pay+parking+ticket,21,82,0,-0.0
/search/node?keys=report,21,8,0,-0.0
/search/node?keys=roads,21,28,0,-0.0
/search/node?keys=strategic+plan,21,54,0,-0.0
/search/node?keys=traffic,21,14,1,-0.0
/search/node?keys=Trash pickup,21,10,0,-0.0
/search/node?keys=Ureport,21,36,0,-0.0
/search/node?keys=wastewater,21,7,0,-0.0
/search/node?keys=youth+sports,21,8,0,-0.0
/webmail.com,21,16,12,-58.33
/animal-shelter/animals?species=Cat&form_build_id=form-0ynPy_FNirLMpWqwXBZPQdLI671Q_0m0RfIM_Tz-0aw&form_id=asm_animalsearchform&op=Search,20,12,4,-0.0
/animal-shelter/animals?species=Cat&form_build_id=form-W8dX4jbqQAenjVblsrR7nL52BXub2UO77jWvIeerfn0&form_id=asm_animalsearchform&op=Search,20,8,1,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-_wTQrMsA997dHmTBOqpTQCcvIHMvq9Vl0j5P4mXHcj0&form_id=asm_animalsearchform&op=Search,20,3,0,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-BwXwj0TekKtjB0qy4-11wCDBz85lW48Hlq4hUXghqG4&form_id=asm_animalsearchform&op=Search,20,13,2,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-iFtD5FEI_-dARZCT3eB79zrZ8KAxAgFjY3vsBjHamEg&form_id=asm_animalsearchform&op=Search,20,9,0,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-YjwFXwLpqKmt1wNoCx282GLCtbAmamobM9cexazNb78&form_id=asm_animalsearchform&op=Search,20,2,0,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-ZB1CDwlBM7QxCgvEj6DgpzKfun_sdVbQSSPi1lFK2OE&form_id=asm_animalsearchform&op=Search,20,5,0,-0.0
/animal-shelter/animals/57592,20,6,0,-0.0
/animal-shelter/animals/57832,20,8,0,-0.0
/animal-shelter/animals/58008,20,4,0,-0.0
/animal-shelter/animals/58705,20,8,0,-0.0
/animal-shelter/animals/58851,20,5,0,-0.0
/animal-shelter/animals/58887,20,11,0,-0.0
/animal-shelter/animals/59036,20,67,0,-0.0
/animal-shelter/animals/59234,20,14,0,-0.0
/animal-shelter/animals/59566,20,65,0,-0.0
/animal-shelter/animals/59588,20,35,0,-0.0
/animal-shelter/animals/60183,20,9,1,-0.0
/animal-shelter/animals/60514,20,14,0,-0.0
/animal-shelter/animals/60794,20,54,1,-100.0
/animal-shelter/animals/60802,20,13,0,-0.0
/animal-shelter/animals/60809,20,13,0,-0.0
/animal-shelter/animals/60906,20,61,1,-0.0
/animal-shelter/animals/61009,20,9,0,-0.0
/animal-shelter/animals/61172,20,6,0,-0.0
/animal-shelter/animals/61385,20,10,0,-0.0
/animal-shelter/animals/61790,20,5,0,-0.0
/animal-shelter/animals/61867,20,14,2,-50.0
/animal-shelter/found/299,20,297,8,-62.5
/animal-shelter/lost/1126,20,7,0,-0.0
/animal-shelter/lost/1179,20,7,0,-0.0
/animal-shelter/lost/1198,20,5,0,-0.0
/citizens-academy/2017/3,20,36,5,-20.0
/council/meetings/1998,20,40,4,-75.0
/departments/hr/jobs/,20,12,7,-0.0
/departments/hr/jobs/administrative-assistant-planning-and-transportation,20,7,8,-12.5
/departments/office-of-the-mayor/projects/convention-center,20,82,0,-0.0
/departments/planning-and-transportation/biking-taskforce,20,16,3,-0.0
/documents/viewDocument.php?document_id=143,20,42,13,-53.85
/documents/viewDocument.php?document_id=2213,20,10,11,-54.55
/dreamers-doers/Ellie-Smyes,20,143,5,-80.0
/dreamers-doers/Forrest-Fowler,20,307,6,-100.0
/farmers-market/vendors/beech-tree-berry-farm,20,61,0,-0.0
/farmers-market/vendors/sandy-drake,20,45,2,-100.0
/hr/city-holidays,20,13,1,-0.0
/index.php/animal-shelter/animals/56164,20,48,0,-0.0
/index.php/animal-shelter/animals/59133,20,27,1,-100.0
/index.php/animal-shelter/animals/60009,20,21,0,-0.0
/index.php/animal-shelter/animals/60142,20,10,0,-0.0
/index.php/animal-shelter/animals/60244,20,42,0,-0.0
/index.php/housing/rental-occupancy,20,145,5,-100.0
/index.php/transportation/parking/appeal-ticket,20,382,4,-75.0
/locations/public-safety-training-facility,20,9,10,-100.0
/locations/viewLocation.php?location_id=185,20,4,10,-50.0
/login,20,28,12,-50.0
/mayor/speeches/2016/11/16/991,20,11,6,-33.33
/mayor/speeches/2018/06/29/3585,20,71,9,-88.89
/media/media/application/pdf/15734.pdf,20,5,8,-12.5
/media/media/application/pdf/26701.pdf,20,21,6,-33.33
/media/media/application/pdf/28216.pdf,20,68,15,-46.67
/media/media/application/pdf/5898.pdf,20,11,15,-53.33
/news/2014/06/17/2665,20,81,6,-33.33
/news/2016,20,167,4,-50.0
/news/2016/09/19/2605,20,31,5,-60.0
/news/2016/11/11/2412,20,46,2,-100.0
/news/2017/03/10/1253,20,1,14,-85.71
